date,name,shortPercentage,longPercentage,shortVolume,longVolume,longPositions,shortPositions,totalPositions
2026-06-29,EURUSD,39,61,6167.77,9831.88,29305,19896,49201
2026-06-29,GBPUSD,46,54,2839,3368.56,16796,11158,27954
2026-06-29,USDJPY,73,27,2239.26,817.5,2755,8023,10778
2026-06-29,GBPJPY,64,36,469.96,268.12,1331,1909,3240
2026-06-29,USDCAD,94,6,5332.63,361.69,2716,15838,18554
2026-06-29,EURAUD,62,38,837.51,502.66,1705,2764,4469
2026-06-29,EURJPY,72,28,851.06,328.66,1472,2273,3745
2026-06-29,AUDCAD,30,70,3718.41,8700.45,25971,16877,42848
2026-06-29,AUDJPY,46,54,307.6,367.24,2007,1159,3166
2026-06-29,AUDNZD,88,12,5156.2,698.11,2407,13463,15870
2026-06-29,AUDUSD,28,72,1043.78,2732.56,7592,3386,10978
2026-06-29,CADJPY,37,63,117.99,200.7,1041,575,1616
2026-06-29,EURCAD,81,19,297.9,71.49,501,2002,2503
2026-06-29,EURCHF,51,49,336.69,317.48,1802,2368,4170
2026-06-29,EURCZK,88,12,0.29,0.04,2,19,21
2026-06-29,EURDKK,0,0,0,0,0,0,0
2026-06-29,EURGBP,40,60,376.05,568.16,3684,2493,6177
2026-06-29,EURHUF,83,17,1.04,0.21,9,13,22
2026-06-29,EURNOK,100,0,1.13,0,0,11,11
2026-06-29,EURNZD,91,9,761.63,72.7,553,3180,3733
2026-06-29,EURPLN,100,0,4.28,0.01,1,28,29
2026-06-29,EURSEK,100,0,1.74,0,0,13,13
2026-06-29,EURTRY,100,0,0.54,0,0,5,5
2026-06-29,GBPCAD,84,16,270.44,52.72,422,2692,3114
2026-06-29,GBPCHF,56,44,142.79,114.41,906,1727,2633
2026-06-29,NZDCAD,8,92,217.95,2547.34,8867,1304,10171
2026-06-29,NZDJPY,8,92,54.43,651.75,2049,650,2699
2026-06-29,NZDUSD,5,95,123.9,2132.34,7224,843,8067
2026-06-29,USDCHF,64,36,1195.54,679.46,2878,4733,7611
2026-06-29,USDCZK,0,100,0,0.54,22,0,22
2026-06-29,USDDKK,0,0,0,0,0,0,0
2026-06-29,USDHKD,100,0,0.02,0,0,1,1
2026-06-29,USDHUF,0,100,0,6.87,70,0,70
2026-06-29,USDMXN,58,42,3.02,2.18,35,29,64
2026-06-29,USDNOK,70,30,1.4,0.59,15,6,21
2026-06-29,USDPLN,0,100,0,0.36,16,0,16
2026-06-29,USDSEK,78,22,5.6,1.54,22,15,37
2026-06-29,USDSGD,88,12,19.83,2.7,50,162,212
2026-06-29,USDTHB,11,89,0.02,0.16,7,2,9
2026-06-29,USDTRY,100,0,0.15,0,0,2,2
2026-06-29,USDZAR,75,25,4.97,1.66,66,116,182
2026-06-29,CHFJPY,72,28,511.38,201.6,1697,2050,3747
2026-06-29,AUDCHF,20,80,227.55,894.56,2366,1298,3664
2026-06-29,GBPNZD,93,7,1016.02,77,470,4292,4762
2026-06-29,NZDCHF,11,89,71.07,559.32,3233,276,3509
2026-06-29,XAGUSD,34,66,69.68,134.6,1076,261,1337
2026-06-29,XAUUSD,42,58,755.33,1046.41,9839,4771,14610
2026-06-29,CADCHF,15,85,108.92,597.07,4423,919,5342
2026-06-29,GBPAUD,81,19,740.94,171.32,1415,3189,4604
2026-06-29,SPA35,0,100,0,0.18,1,0,1
2026-06-29,SGDJPY,99,1,12.45,0.16,16,58,74
2026-06-29,SUGAR,0,100,0,26.4,16,0,16
2026-06-29,GBPNOK,0,100,0,0.01,1,0,1
2026-06-29,US30,36,64,3,5.31,2,1,3
2026-06-29,EURZAR,97,3,0.88,0.03,2,10,12
2026-06-29,AUDSGD,43,57,3.71,4.83,83,18,101
2026-06-29,GBPZAR,0,0,0,0,0,0,0
2026-06-29,GBPSEK,90,10,0.36,0.04,1,3,4
2026-06-29,CHFSGD,93,7,1.66,0.12,8,26,34
2026-06-29,EURSGD,38,62,7.21,11.59,132,93,225
2026-06-29,GBPSGD,84,16,7.14,1.34,32,39,71
2026-06-29,AUDDKK,0,0,0,0,0,0,0
2026-06-29,EURHKD,38,63,1.08,1.8,45,4,49
2026-06-29,GBPDKK,0,0,0,0,0,0,0
2026-06-29,COPPER,0,100,0,0.03,3,0,3
2026-06-29,COFFEE,80,20,4,1,1,3,4
2026-06-29,EURO50,0,0,0,0,0,0,0
2026-06-29,TRYJPY,0,100,0.02,5.83,10,1,11
2026-06-29,US500,100,0,1.1,0,0,2,2
2026-06-29,GBPPLN,0,0,0,0,0,0,0
2026-06-29,WHEAT,0,100,0,0.01,1,0,1
2026-06-29,COCOA,100,0,0.05,0,0,1,1
2026-06-29,UK100,100,0,1.36,0,0,6,6
2026-06-29,XAUGBP,0,100,0,0.16,8,0,8
2026-06-29,COTTON,0,100,0,0.03,3,0,3
2026-06-29,NOKJPY,100,0,1,0,0,1,1
2026-06-29,SP500,0,0,0,0,0,0,0
2026-06-29,ZARJPY,97,3,2,0.06,6,2,8
2026-06-29,HKDJPY,0,0,0,0,0,0,0
2026-06-29,CHFNOK,50,50,0.02,0.02,1,1,2
2026-06-29,GBPTRY,100,0,0.4,0,0,2,2
2026-06-29,USDRUB,0,100,0,0.1,1,0,1
