date,name,shortPercentage,longPercentage,shortVolume,longVolume,longPositions,shortPositions,totalPositions
2026-06-29,EURUSD,40,60,6494.73,9632.53,29036,21839,50875
2026-06-29,GBPUSD,49,51,3128.48,3199.81,15739,12196,27935
2026-06-29,USDJPY,74,26,2323.22,835.31,2963,8073,11036
2026-06-29,GBPJPY,71,29,616.65,247.65,1181,2336,3517
2026-06-29,USDCAD,94,6,5109.39,350.72,2564,15586,18150
2026-06-29,EURAUD,67,33,947.83,475.7,1659,3038,4697
2026-06-29,EURJPY,63,37,911.24,532.64,1632,2571,4203
2026-06-29,AUDCAD,30,70,3672.21,8599.64,25560,16698,42258
2026-06-29,AUDJPY,47,53,309.93,353.36,1971,1164,3135
2026-06-29,AUDNZD,87,13,5102.77,762.79,2742,12867,15609
2026-06-29,AUDUSD,28,72,1042.5,2686.49,7442,3377,10819
2026-06-29,CADJPY,37,63,116.85,199.97,1025,553,1578
2026-06-29,EURCAD,84,16,346.02,67.64,480,2260,2740
2026-06-29,EURCHF,53,47,346.5,309.68,1643,2399,4042
2026-06-29,EURCZK,88,12,0.29,0.04,2,19,21
2026-06-29,EURDKK,0,0,0,0,0,0,0
2026-06-29,EURGBP,38,62,355.31,591.19,3773,2236,6009
2026-06-29,EURHUF,76,24,1.04,0.33,12,13,25
2026-06-29,EURNOK,100,0,1.13,0,0,11,11
2026-06-29,EURNZD,92,8,775.39,69.67,522,3179,3701
2026-06-29,EURPLN,100,0,4.28,0.01,1,28,29
2026-06-29,EURSEK,100,0,0.92,0,0,10,10
2026-06-29,EURTRY,100,0,0.54,0,0,5,5
2026-06-29,GBPCAD,88,12,352.85,49.47,357,3443,3800
2026-06-29,GBPCHF,57,43,147.76,109.54,855,1767,2622
2026-06-29,NZDCAD,9,91,229.04,2449.7,8400,1343,9743
2026-06-29,NZDJPY,8,92,55.41,669,1970,607,2577
2026-06-29,NZDUSD,6,94,128.61,2115.83,7167,850,8017
2026-06-29,USDCHF,64,36,1244.55,701.33,2951,4627,7578
2026-06-29,USDCZK,0,100,0,0.54,22,0,22
2026-06-29,USDDKK,0,0,0,0,0,0,0
2026-06-29,USDHKD,100,0,0.02,0,0,1,1
2026-06-29,USDHUF,0,100,0,6.87,70,0,70
2026-06-29,USDMXN,58,42,2.99,2.18,35,28,63
2026-06-29,USDNOK,70,30,1.4,0.59,15,6,21
2026-06-29,USDPLN,0,100,0,0.36,16,0,16
2026-06-29,USDSEK,78,22,5.45,1.54,22,14,36
2026-06-29,USDSGD,88,12,19.76,2.75,52,160,212
2026-06-29,USDTHB,10,90,0.02,0.18,8,2,10
2026-06-29,USDTRY,100,0,0.15,0,0,2,2
2026-06-29,USDZAR,75,25,4.85,1.66,66,114,180
2026-06-29,CHFJPY,75,25,532.59,179.81,1504,2201,3705
2026-06-29,AUDCHF,19,81,221.22,930.75,2459,1252,3711
2026-06-29,GBPNZD,93,7,1021.94,78.06,409,4329,4738
2026-06-29,NZDCHF,11,89,129.25,1043.22,3327,274,3601
2026-06-29,XAGUSD,34,66,70.25,134.01,1074,270,1344
2026-06-29,XAUUSD,42,58,709.96,994.26,9586,4616,14202
2026-06-29,CADCHF,13,87,92.54,617.29,4521,769,5290
2026-06-29,GBPAUD,84,16,837.36,160.68,1403,3598,5001
2026-06-29,SPA35,0,100,0,0.18,1,0,1
2026-06-29,SGDJPY,67,33,14.95,7.35,17,62,79
2026-06-29,SUGAR,0,100,0,26.4,16,0,16
2026-06-29,GBPNOK,0,100,0,0.01,1,0,1
2026-06-29,US30,36,64,3,5.31,2,1,3
2026-06-29,EURZAR,97,3,0.88,0.03,2,10,12
2026-06-29,AUDSGD,39,61,3.56,5.62,88,16,104
2026-06-29,GBPZAR,0,0,0,0,0,0,0
2026-06-29,GBPSEK,90,10,0.36,0.04,1,3,4
2026-06-29,CHFSGD,93,7,1.71,0.12,8,27,35
2026-06-29,EURSGD,55,45,13.08,10.53,122,113,235
2026-06-29,GBPSGD,87,13,7.69,1.2,29,45,74
2026-06-29,AUDDKK,0,0,0,0,0,0,0
2026-06-29,EURHKD,38,63,1.08,1.8,45,4,49
2026-06-29,GBPDKK,0,0,0,0,0,0,0
2026-06-29,COPPER,0,100,0,0.03,3,0,3
2026-06-29,COFFEE,80,20,4,1,1,3,4
2026-06-29,EURO50,0,0,0,0,0,0,0
2026-06-29,TRYJPY,0,100,0.02,5.83,10,1,11
2026-06-29,US500,100,0,1.1,0,0,2,2
2026-06-29,GBPPLN,0,0,0,0,0,0,0
2026-06-29,WHEAT,0,100,0,0.01,1,0,1
2026-06-29,COCOA,100,0,0.05,0,0,1,1
2026-06-29,UK100,100,0,1.36,0,0,6,6
2026-06-29,XAUGBP,2,98,0.02,0.86,16,2,18
